,guests,beds,bathrooms,price_night,cleanliness_rate,accuracy_rate,communication_rate,location_rate,check-in_rate,value_rate,amenities_count,bedrooms
374,2.0,1.0,1.0,129.0,4.8,5.0,5.0,4.9,5.0,4.8,32.0,1.0
375,2.0,1.0,1.0,86.0,4.9,4.9,5.0,4.9,5.0,4.8,33.0,1.0
376,2.0,1.0,1.0,113.0,4.9,5.0,4.9,5.0,5.0,4.8,23.0,1.0
377,2.0,1.0,1.0,124.0,4.8,4.9,5.0,4.9,5.0,4.8,34.0,1.0
378,2.0,1.0,1.0,250.0,5.0,5.0,5.0,5.0,5.0,4.8,49.0,1.0
379,4.0,3.0,1.0,120.0,4.7,4.9,5.0,4.9,5.0,4.8,48.0,2.0
380,2.0,1.0,1.5,145.0,5.0,5.0,5.0,4.9,5.0,4.9,25.0,1.0
381,2.0,1.0,1.0,90.0,5.0,5.0,5.0,5.0,5.0,4.9,25.0,1.0
382,4.0,3.0,1.0,136.0,4.9,5.0,5.0,5.0,5.0,4.9,30.0,2.0
383,7.0,3.0,3.0,35.0,4.1,4.8,4.9,4.9,4.9,4.8,13.0,4.0
384,2.0,1.0,1.0,119.0,4.9,4.8,4.9,4.9,4.9,4.6,18.0,1.0
385,2.0,1.0,1.0,100.0,4.8,4.8,4.9,4.9,4.9,4.5,18.0,1.0
386,2.0,1.0,1.0,107.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,1.0
387,3.0,2.0,1.0,164.0,4.9,5.0,4.8,4.8,5.0,4.8,44.0,1.0
388,2.0,1.0,1.5,135.0,5.0,5.0,5.0,5.0,5.0,4.8,21.0,1.0
389,2.0,1.0,1.0,102.0,4.9,4.9,5.0,4.9,5.0,4.9,47.0,1.0
390,2.0,1.0,1.0,66.0,4.9,5.0,5.0,4.9,4.9,4.8,48.0,1.0
391,4.0,2.0,1.0,58.0,4.6,4.7,4.8,4.9,4.8,4.5,33.0,1.0
392,4.0,2.0,1.0,176.0,4.9,4.9,4.9,5.0,5.0,4.6,44.0,1.0
393,5.0,2.0,1.0,129.0,4.9,5.0,5.0,5.0,5.0,4.9,40.0,2.0
394,2.0,1.0,1.0,132.0,5.0,5.0,5.0,5.0,5.0,4.9,35.0,1.0
395,5.0,3.0,1.0,139.0,5.0,5.0,5.0,4.9,5.0,4.9,61.0,2.0
396,2.0,1.0,1.0,119.0,4.9,4.9,4.9,4.9,5.0,4.8,39.0,1.0
397,2.0,1.0,1.5,94.0,4.9,5.0,5.0,5.0,5.0,4.8,33.0,1.0
398,2.0,1.0,1.0,94.0,5.0,4.9,5.0,5.0,5.0,4.9,33.0,1.0
399,4.0,2.0,1.0,99.0,5.0,5.0,5.0,5.0,5.0,4.9,18.0,1.0
400,2.0,2.0,1.5,128.0,5.0,5.0,5.0,5.0,5.0,4.9,46.0,1.0
401,4.0,3.0,1.5,250.0,5.0,4.9,4.9,4.9,5.0,4.7,40.0,1.0
402,4.0,3.0,1.0,150.0,4.7,4.9,5.0,5.0,5.0,4.8,45.0,2.0
403,6.0,3.0,1.0,152.0,4.8,4.8,4.9,4.9,4.9,4.7,57.0,2.0
404,6.0,5.0,1.5,175.0,4.8,4.9,4.9,4.9,5.0,4.7,50.0,1.0
405,4.0,3.0,2.0,225.0,4.9,4.9,5.0,5.0,5.0,4.8,38.0,2.0
406,6.0,4.0,2.0,230.0,4.7,4.9,5.0,4.9,5.0,4.7,46.0,3.0
407,2.0,2.0,1.0,104.0,4.9,5.0,5.0,5.0,5.0,4.9,39.0,1.0
408,4.0,3.0,1.0,170.0,4.9,4.9,5.0,4.9,5.0,4.9,56.0,2.0
409,12.0,6.0,2.5,286.0,4.6,4.9,4.9,4.9,4.9,4.8,38.0,3.0
410,4.0,3.0,2.0,215.0,5.0,5.0,5.0,4.9,5.0,4.9,77.0,2.0
411,2.0,1.0,1.0,129.0,5.0,5.0,5.0,5.0,4.9,4.9,58.0,1.0
412,4.0,1.0,1.0,116.0,5.0,4.9,5.0,4.9,5.0,4.9,59.0,1.0
413,2.0,1.0,1.0,173.0,4.8,4.8,4.9,4.8,4.9,4.7,64.0,1.0
414,8.0,4.0,3.5,179.0,4.7,4.7,4.9,4.7,4.9,4.6,40.0,3.0
415,2.0,1.0,1.0,148.0,5.0,5.0,5.0,5.0,5.0,4.9,21.0,1.0
416,2.0,1.0,1.0,128.0,5.0,5.0,5.0,4.9,5.0,4.9,54.0,1.0
417,6.0,3.0,3.0,205.0,4.5,4.6,4.6,4.9,4.7,4.6,44.0,3.0
418,6.0,3.0,1.0,162.0,4.2,4.5,4.6,4.8,4.7,4.0,41.0,2.0
419,5.0,5.0,1.0,425.0,4.9,5.0,5.0,5.0,5.0,4.9,49.0,2.0
420,12.0,7.0,1.5,425.0,4.8,4.9,4.9,4.9,4.9,4.7,57.0,3.0
421,4.0,3.0,1.0,93.0,4.6,4.9,5.0,5.0,5.0,4.8,39.0,2.0
422,10.0,5.0,3.0,670.0,4.8,4.7,4.6,4.7,4.9,4.3,42.0,4.0
423,4.0,2.0,1.5,124.0,5.0,5.0,5.0,5.0,5.0,4.8,51.0,1.0
424,2.0,1.0,1.0,166.0,4.9,5.0,5.0,4.9,5.0,4.8,54.0,1.0
425,2.0,1.0,1.0,141.0,5.0,5.0,5.0,4.9,5.0,4.8,54.0,1.0
426,4.0,2.0,2.0,210.0,5.0,4.9,5.0,4.9,5.0,4.9,50.0,2.0
427,4.0,3.0,2.5,148.0,4.9,5.0,4.9,4.9,5.0,4.6,47.0,2.0
428,4.0,1.0,1.0,65.0,5.0,5.0,5.0,5.0,5.0,5.0,35.0,1.0
429,2.0,1.0,1.0,141.0,4.9,5.0,5.0,4.9,4.9,4.8,25.0,1.0
430,8.0,5.0,3.5,249.0,5.0,5.0,5.0,4.9,5.0,4.9,69.0,4.0
431,2.0,1.0,1.0,137.0,4.9,4.9,5.0,4.9,5.0,4.7,41.0,1.0
432,6.0,4.0,1.0,311.0,4.9,5.0,5.0,4.9,5.0,4.7,48.0,2.0
433,14.0,8.0,4.0,675.0,4.8,5.0,5.0,4.8,4.9,4.7,44.0,6.0
434,2.0,1.0,1.0,86.0,5.0,5.0,4.9,5.0,5.0,4.8,50.0,1.0
435,5.0,4.0,1.5,120.0,4.8,4.6,4.8,4.7,4.9,4.3,40.0,2.0
436,10.0,5.0,3.5,369.0,4.1,4.3,4.7,4.9,4.7,4.2,35.0,4.0
437,2.0,1.0,1.0,80.0,4.6,4.8,5.0,4.9,4.9,4.8,24.0,1.0
438,5.0,3.0,1.5,114.0,5.0,4.9,5.0,4.9,5.0,4.9,35.0,3.0
439,2.0,1.0,1.0,69.0,4.8,4.9,4.9,4.9,4.9,4.8,30.0,1.0
440,4.0,3.0,2.0,100.0,5.0,5.0,5.0,5.0,5.0,4.9,58.0,2.0
441,6.0,5.0,2.5,200.0,5.0,4.9,5.0,4.9,5.0,4.8,68.0,2.0
442,2.0,1.0,1.0,62.0,4.9,5.0,5.0,4.9,5.0,4.9,59.0,1.0
443,2.0,2.0,1.5,84.0,5.0,4.9,5.0,4.9,5.0,4.9,58.0,1.0
444,8.0,5.0,4.5,500.0,5.0,5.0,4.8,5.0,4.9,4.9,42.0,5.0
445,6.0,6.0,3.5,568.0,5.0,5.0,5.0,5.0,5.0,4.8,36.0,3.0
446,9.0,6.0,4.0,454.0,4.7,4.9,4.9,4.9,4.9,4.7,34.0,6.0
447,2.0,1.0,1.0,119.0,5.0,5.0,4.9,5.0,5.0,5.0,27.0,1.0
448,2.0,1.0,1.0,99.0,5.0,4.9,5.0,5.0,4.9,4.8,35.0,1.0
449,4.0,1.0,1.0,186.0,4.9,5.0,5.0,4.9,5.0,4.9,41.0,1.0
450,2.0,1.0,1.0,49.0,4.9,4.9,4.9,4.9,5.0,4.9,29.0,1.0
451,2.0,1.0,1.0,62.0,4.9,4.9,4.9,4.9,5.0,4.9,16.0,1.0
452,5.0,4.0,2.5,101.0,4.6,4.9,5.0,5.0,5.0,4.9,47.0,2.0
453,4.0,2.0,1.0,44.0,4.7,4.9,5.0,4.9,4.9,4.7,42.0,1.0
454,3.0,4.0,1.0,87.0,4.9,5.0,5.0,5.0,5.0,4.9,61.0,1.0
455,2.0,1.0,1.0,113.0,5.0,5.0,5.0,5.0,5.0,4.9,35.0,1.0
456,2.0,1.0,1.0,113.0,4.9,4.9,5.0,4.9,5.0,4.8,52.0,1.0
457,3.0,2.0,1.0,90.0,4.9,5.0,5.0,5.0,5.0,4.8,65.0,2.0
458,4.0,2.0,1.0,296.0,4.7,4.9,5.0,4.9,5.0,4.8,42.0,1.0
459,2.0,1.0,1.0,127.0,4.7,4.7,4.9,4.9,5.0,4.6,41.0,1.0
460,4.0,3.0,1.0,113.0,5.0,5.0,5.0,4.9,5.0,5.0,32.0,2.0
461,6.0,4.0,1.0,241.0,5.0,4.9,4.9,5.0,4.9,4.7,21.0,3.0
462,8.0,8.0,4.5,372.0,4.5,4.8,4.9,4.8,4.8,4.8,39.0,4.0
463,6.0,2.0,2.0,210.0,4.9,5.0,5.0,5.0,5.0,4.7,59.0,2.0
464,4.0,2.0,1.0,69.0,4.8,4.8,4.8,4.9,4.9,4.8,28.0,1.0
465,5.0,5.0,1.0,72.0,4.9,4.8,5.0,4.9,5.0,4.6,62.0,3.0
466,2.0,1.0,1.0,108.0,5.0,5.0,5.0,4.9,5.0,4.9,41.0,1.0
467,2.0,1.0,1.0,64.0,4.8,5.0,5.0,5.0,5.0,5.0,24.0,1.0
468,4.0,3.0,1.0,72.0,4.9,5.0,5.0,4.9,5.0,4.9,47.0,1.0
469,4.0,4.0,1.0,160.0,5.0,5.0,5.0,5.0,5.0,4.9,38.0,2.0
470,6.0,4.0,2.5,191.0,4.4,4.8,4.9,4.8,4.7,4.6,38.0,3.0
471,4.0,3.0,1.0,69.0,5.0,5.0,5.0,5.0,5.0,4.8,48.0,2.0
472,6.0,1.0,2.0,236.0,5.0,4.5,4.7,4.3,4.7,4.2,43.0,3.0
473,2.0,1.0,1.0,126.0,4.8,5.0,4.9,5.0,4.9,4.9,24.0,1.0
474,4.0,3.0,1.0,143.0,4.9,5.0,5.0,5.0,5.0,4.9,54.0,2.0
475,2.0,2.0,1.5,122.0,4.7,4.8,4.9,5.0,4.8,4.7,27.0,1.0
476,2.0,1.0,1.0,83.0,4.9,4.9,5.0,4.9,5.0,4.8,41.0,1.0
477,4.0,3.0,1.0,102.0,5.0,5.0,5.0,4.9,5.0,4.8,57.0,2.0
478,4.0,3.0,1.0,86.0,4.9,4.9,5.0,4.9,5.0,4.9,58.0,2.0
479,2.0,1.0,1.0,120.0,4.8,4.9,4.6,4.8,4.7,4.6,18.0,1.0
480,2.0,1.0,1.5,189.0,4.9,4.9,4.8,4.9,4.8,4.7,36.0,1.0
481,4.0,3.0,1.0,109.0,4.8,5.0,5.0,5.0,5.0,5.0,37.0,2.0
482,3.0,2.0,1.5,86.0,5.0,5.0,5.0,5.0,5.0,4.9,31.0,2.0
483,4.0,4.0,2.0,132.0,5.0,5.0,5.0,5.0,5.0,4.9,30.0,2.0
484,8.0,7.0,3.0,176.0,5.0,4.9,5.0,4.9,5.0,4.8,62.0,4.0
485,4.0,3.0,1.0,125.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,2.0
486,6.0,3.0,2.5,250.0,4.9,5.0,5.0,5.0,5.0,4.9,67.0,2.0
487,5.0,4.0,1.5,93.0,4.6,4.8,4.9,4.9,4.9,4.7,34.0,2.0
488,2.0,1.0,1.0,85.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,1.0
489,8.0,5.0,2.0,151.0,4.9,4.9,4.9,4.9,4.9,4.6,32.0,4.0
490,4.0,2.0,1.0,54.0,4.9,4.9,4.9,4.9,5.0,4.8,25.0,1.0
491,3.0,2.0,1.0,54.0,4.7,4.9,5.0,4.9,4.9,4.9,40.0,1.0
492,2.0,1.0,1.5,89.0,4.8,5.0,5.0,5.0,5.0,4.9,23.0,1.0
493,4.0,2.0,1.0,52.0,4.7,4.9,4.9,4.8,4.9,4.7,26.0,1.0
494,4.0,4.0,1.0,53.0,4.9,5.0,5.0,4.9,5.0,5.0,36.0,2.0
495,2.0,1.0,1.0,81.0,4.6,4.9,4.9,4.9,4.9,4.8,54.0,1.0
496,6.0,5.0,1.5,97.0,4.9,5.0,5.0,4.9,5.0,4.9,43.0,3.0
497,2.0,1.0,1.0,107.0,5.0,5.0,5.0,5.0,5.0,4.9,32.0,1.0
498,4.0,2.0,1.0,65.0,4.6,4.9,5.0,4.5,4.9,4.8,59.0,1.0
499,2.0,1.0,1.5,216.0,4.9,5.0,5.0,4.9,4.9,4.8,29.0,1.0
500,2.0,1.0,1.0,65.0,5.0,5.0,5.0,4.8,5.0,4.9,41.0,1.0
501,4.0,3.0,2.0,217.0,4.8,4.9,4.9,5.0,5.0,4.5,41.0,2.0
502,1.0,1.0,1.0,105.0,5.0,5.0,5.0,4.9,5.0,4.9,45.0,1.0
503,5.0,4.0,1.0,107.0,4.8,4.9,5.0,4.8,5.0,4.7,27.0,2.0
504,2.0,1.0,1.0,120.0,5.0,5.0,5.0,4.9,5.0,5.0,16.0,1.0
505,5.0,3.0,1.5,114.0,4.6,4.9,5.0,5.0,5.0,4.9,35.0,2.0
506,2.0,1.0,1.0,112.0,5.0,5.0,4.9,4.9,5.0,4.9,24.0,1.0
507,2.0,1.0,1.0,225.0,4.6,4.6,4.6,5.0,4.6,4.6,38.0,1.0
508,4.0,2.0,2.0,103.0,5.0,5.0,5.0,5.0,5.0,5.0,48.0,1.0
509,8.0,6.0,5.5,790.0,5.0,5.0,5.0,5.0,5.0,4.8,20.0,5.0
510,4.0,2.0,2.0,133.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,2.0
511,4.0,2.0,1.5,115.0,4.9,5.0,5.0,4.9,5.0,5.0,52.0,1.0
512,4.0,3.0,1.0,73.0,4.5,4.8,4.8,4.5,4.8,4.5,18.0,1.0
513,8.0,4.0,2.0,297.0,5.0,5.0,5.0,5.0,5.0,4.9,60.0,2.0
514,3.0,2.0,1.0,135.0,5.0,4.9,5.0,4.9,5.0,4.8,43.0,1.0
515,4.0,2.0,1.0,95.0,5.0,4.9,4.9,4.7,4.9,4.9,42.0,1.0
516,4.0,3.0,2.0,120.0,5.0,5.0,5.0,5.0,5.0,5.0,55.0,2.0
517,8.0,6.0,3.5,566.0,4.9,5.0,5.0,4.9,5.0,4.6,53.0,5.0
518,6.0,4.0,2.0,181.0,4.9,4.8,4.9,4.8,4.9,4.4,46.0,2.0
519,12.0,8.0,3.0,238.0,4.7,4.6,4.9,4.7,4.9,4.8,51.0,6.0
520,7.0,5.0,3.5,174.0,4.8,4.9,5.0,4.9,4.9,4.7,70.0,3.0
521,4.0,3.0,1.0,120.0,4.7,4.7,5.0,4.9,4.9,4.6,34.0,2.0
522,4.0,2.0,2.0,189.0,5.0,5.0,5.0,5.0,5.0,4.9,49.0,2.0
523,10.0,7.0,2.5,297.0,4.8,4.9,5.0,4.9,5.0,4.8,69.0,5.0
524,4.0,2.0,2.0,186.0,5.0,4.9,5.0,4.8,5.0,4.7,59.0,2.0
525,6.0,4.0,1.0,81.0,4.8,4.8,4.9,4.9,5.0,4.9,29.0,2.0
526,2.0,1.0,1.0,79.0,5.0,4.9,5.0,4.8,5.0,4.8,41.0,1.0
527,2.0,1.0,1.0,111.0,5.0,5.0,5.0,5.0,5.0,4.9,53.0,1.0
528,4.0,3.0,1.0,163.0,5.0,4.9,5.0,4.7,5.0,4.9,32.0,2.0
529,2.0,1.0,1.0,94.0,5.0,5.0,5.0,5.0,5.0,4.9,48.0,1.0
530,12.0,10.0,4.0,364.0,5.0,5.0,5.0,5.0,5.0,5.0,72.0,5.0
531,6.0,5.0,2.0,184.0,5.0,5.0,5.0,5.0,5.0,4.9,70.0,3.0
532,6.0,4.0,3.0,200.0,4.8,4.9,5.0,4.8,4.9,4.7,46.0,3.0
533,6.0,5.0,1.5,163.0,5.0,4.9,4.9,4.9,4.9,4.9,37.0,3.0
534,4.0,4.0,1.0,120.0,5.0,4.9,4.9,4.8,5.0,4.9,21.0,2.0
535,4.0,3.0,2.0,143.0,5.0,5.0,5.0,4.9,5.0,4.8,51.0,2.0
536,4.0,3.0,1.0,120.0,5.0,4.9,5.0,4.9,5.0,4.8,27.0,2.0
537,2.0,1.0,1.0,148.0,4.9,4.9,4.9,4.9,5.0,4.4,41.0,1.0
538,2.0,1.0,1.0,130.0,5.0,5.0,5.0,5.0,5.0,5.0,48.0,1.0
539,4.0,3.0,1.0,150.0,4.7,4.9,4.9,5.0,4.9,4.8,15.0,2.0
540,4.0,3.0,1.0,90.0,4.7,4.9,4.9,4.8,5.0,4.7,25.0,2.0
541,2.0,1.0,1.5,64.0,4.9,5.0,5.0,4.9,5.0,4.9,23.0,1.0
542,6.0,5.0,2.0,164.0,4.8,5.0,4.2,4.8,4.5,4.8,24.0,3.0
543,4.0,3.0,1.0,144.0,4.6,4.7,4.8,4.8,4.9,4.6,26.0,2.0
544,6.0,5.0,2.0,92.0,4.9,5.0,5.0,5.0,5.0,4.9,37.0,3.0
545,6.0,3.0,2.0,166.0,4.9,5.0,5.0,5.0,5.0,4.8,40.0,3.0
546,6.0,3.0,1.5,253.0,5.0,5.0,5.0,5.0,5.0,4.6,45.0,3.0
547,6.0,5.0,2.0,146.0,4.8,4.8,4.9,4.9,4.9,4.5,54.0,3.0
548,4.0,3.0,2.0,148.0,5.0,5.0,5.0,4.8,5.0,4.8,35.0,2.0
549,2.0,1.0,1.0,178.0,4.9,4.9,4.9,4.9,4.9,4.7,38.0,1.0
550,4.0,3.0,1.0,220.0,4.8,4.8,4.9,5.0,4.9,4.8,45.0,2.0
551,4.0,2.0,2.0,251.0,5.0,5.0,5.0,5.0,5.0,4.8,30.0,2.0
552,2.0,2.0,1.5,82.0,4.9,5.0,5.0,5.0,4.9,5.0,44.0,1.0
553,2.0,2.0,1.0,69.0,4.2,5.0,5.0,4.9,5.0,4.7,19.0,1.0
554,8.0,5.0,2.0,164.0,4.8,4.8,4.7,4.8,4.9,4.5,50.0,3.0
555,2.0,1.0,1.5,85.0,4.8,4.9,5.0,4.9,5.0,5.0,22.0,1.0
556,8.0,4.0,3.0,354.0,4.8,5.0,5.0,5.0,5.0,4.8,54.0,4.0
557,4.0,3.0,1.0,141.0,4.8,4.8,4.9,4.9,4.9,4.5,38.0,2.0
558,1.0,1.0,1.0,72.0,5.0,4.9,5.0,4.9,5.0,5.0,28.0,1.0
559,4.0,3.0,1.0,75.0,4.8,5.0,5.0,4.9,5.0,5.0,29.0,2.0
560,5.0,5.0,1.0,181.0,4.8,4.9,4.9,4.9,4.9,4.8,29.0,2.0
561,4.0,3.0,1.0,62.0,4.9,4.9,4.9,4.9,4.9,4.8,61.0,2.0
562,2.0,1.0,1.0,118.0,5.0,5.0,5.0,5.0,5.0,5.0,38.0,1.0
563,4.0,1.0,1.0,140.0,5.0,5.0,5.0,5.0,5.0,4.8,51.0,1.0
564,6.0,5.0,2.0,71.0,4.7,4.4,4.9,5.0,4.7,5.0,21.0,3.0
565,10.0,7.0,5.0,399.0,4.8,4.9,5.0,5.0,5.0,4.7,61.0,5.0
566,4.0,3.0,1.0,118.0,4.9,5.0,5.0,5.0,5.0,4.9,38.0,2.0
567,5.0,3.0,2.0,208.0,5.0,4.9,5.0,4.9,5.0,4.9,18.0,2.0
568,8.0,5.0,1.5,48.0,4.6,5.0,5.0,5.0,5.0,4.9,41.0,3.0
569,4.0,3.0,1.0,110.0,5.0,4.9,4.9,4.9,4.9,4.6,51.0,2.0
570,4.0,3.0,2.0,41.0,4.7,4.8,4.8,4.8,4.8,4.7,36.0,2.0
571,5.0,3.0,1.0,103.0,4.7,5.0,4.8,5.0,5.0,5.0,39.0,1.0
572,4.0,3.0,1.0,112.0,5.0,5.0,4.9,4.9,5.0,4.8,58.0,2.0
573,4.0,4.0,1.0,50.0,4.9,5.0,5.0,4.9,4.9,5.0,16.0,2.0
574,4.0,4.0,2.0,177.0,4.8,5.0,5.0,4.9,5.0,4.8,28.0,2.0
575,2.0,1.0,1.5,149.0,5.0,4.9,5.0,5.0,5.0,4.8,30.0,1.0
576,2.0,1.0,1.0,129.0,4.6,4.7,4.5,4.4,4.8,4.3,19.0,1.0
577,3.0,2.0,1.0,226.0,4.8,4.9,4.9,4.9,4.9,4.7,30.0,1.0
578,4.0,2.0,0.0,86.0,4.9,4.8,4.9,5.0,4.9,4.6,12.0,1.0
579,6.0,5.0,2.0,276.0,4.9,5.0,5.0,5.0,5.0,4.8,35.0,3.0
580,2.0,1.0,1.0,171.0,5.0,5.0,5.0,5.0,4.9,5.0,22.0,1.0
581,2.0,1.0,1.5,146.0,4.9,4.9,4.8,5.0,5.0,4.8,16.0,1.0
582,3.0,1.0,1.5,108.0,5.0,4.8,5.0,4.9,5.0,4.8,59.0,1.0
583,2.0,1.0,1.0,136.0,5.0,5.0,5.0,4.9,5.0,4.9,43.0,1.0
584,5.0,4.0,1.0,87.0,4.7,4.8,4.8,4.8,4.8,4.7,12.0,2.0
585,2.0,1.0,1.0,63.0,4.9,5.0,5.0,4.9,5.0,4.9,25.0,1.0
586,4.0,4.0,2.0,96.0,4.9,4.9,5.0,4.9,5.0,4.9,24.0,2.0
587,5.0,4.0,1.5,125.0,4.9,4.9,4.9,5.0,5.0,4.7,41.0,3.0
588,2.0,1.0,1.0,282.0,5.0,5.0,5.0,4.9,5.0,4.9,19.0,1.0
589,2.0,2.0,1.0,132.0,4.9,4.9,5.0,4.9,5.0,4.5,60.0,1.0
590,2.0,1.0,1.0,99.0,4.7,4.7,4.9,5.0,5.0,4.9,38.0,1.0
591,2.0,1.0,0.0,92.0,4.5,4.9,4.8,4.9,5.0,4.8,6.0,1.0
592,1.0,1.0,1.0,330.0,5.0,4.9,4.9,5.0,4.9,4.7,4.0,1.0
593,2.0,1.0,1.0,47.0,4.8,5.0,5.0,4.9,5.0,4.7,41.0,1.0
594,2.0,1.0,1.0,162.0,4.8,4.8,5.0,4.9,5.0,4.8,20.0,1.0
595,10.0,5.0,3.0,329.0,4.2,4.7,4.9,4.9,4.8,4.7,38.0,4.0
596,2.0,1.0,1.0,233.0,4.9,4.9,5.0,5.0,5.0,4.7,18.0,1.0
597,6.0,4.0,3.0,478.0,5.0,5.0,5.0,4.9,5.0,4.8,25.0,3.0
598,6.0,1.0,1.0,77.0,4.8,4.8,4.9,4.8,4.9,4.6,22.0,1.0
599,2.0,1.0,1.0,38.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,1.0
600,5.0,4.0,1.0,93.0,4.7,4.9,5.0,4.9,5.0,4.8,54.0,2.0
601,8.0,4.0,3.0,220.0,4.9,5.0,5.0,4.9,5.0,4.9,63.0,3.0
602,4.0,2.0,1.0,670.0,4.9,5.0,5.0,5.0,4.9,4.8,15.0,1.0
603,4.0,1.0,1.0,92.0,4.9,5.0,5.0,4.9,4.9,4.8,37.0,1.0
604,4.0,3.0,1.5,165.0,4.8,4.9,4.9,4.8,4.9,4.7,23.0,2.0
605,2.0,1.0,1.0,187.0,4.8,4.9,4.9,4.9,4.9,4.7,37.0,1.0
606,6.0,5.0,1.0,84.0,4.9,4.9,4.9,4.9,4.9,4.8,49.0,1.0
607,2.0,1.0,1.0,115.0,5.0,5.0,5.0,5.0,5.0,4.7,23.0,1.0
608,3.0,2.0,1.5,65.0,4.8,4.8,5.0,4.8,5.0,4.8,39.0,1.0
609,4.0,3.0,1.5,210.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,1.0
610,2.0,1.0,0.0,230.0,4.7,4.8,4.9,4.9,4.9,4.6,17.0,1.0
611,2.0,2.0,1.0,31.0,4.6,4.7,4.9,4.7,5.0,4.8,32.0,2.0
612,2.0,2.0,1.0,8.0,4.9,4.9,4.9,4.5,4.9,4.8,22.0,1.0
613,6.0,3.0,1.0,254.0,5.0,4.9,5.0,4.8,5.0,4.8,56.0,2.0
614,3.0,2.0,1.0,33.0,4.8,4.9,4.8,4.8,4.9,4.8,28.0,1.0
615,2.0,1.0,1.0,274.0,4.8,4.7,4.8,5.0,4.8,4.6,40.0,1.0
616,2.0,1.0,1.0,187.0,5.0,5.0,5.0,5.0,5.0,4.7,12.0,1.0
617,2.0,1.0,1.0,91.0,4.9,4.9,4.9,4.9,5.0,4.6,7.0,1.0
618,2.0,1.0,1.0,60.0,5.0,5.0,4.9,4.7,5.0,4.8,20.0,1.0
619,2.0,1.0,1.0,173.0,5.0,5.0,5.0,5.0,5.0,5.0,42.0,1.0
620,4.0,4.0,1.0,58.0,4.9,5.0,5.0,4.9,5.0,4.8,34.0,1.0
621,6.0,7.0,2.0,167.0,4.8,5.0,5.0,4.9,5.0,5.0,23.0,3.0
622,4.0,1.0,1.0,51.0,5.0,4.9,5.0,4.8,5.0,4.7,25.0,1.0
623,2.0,1.0,1.0,21.0,4.5,4.8,4.6,4.9,4.9,4.6,8.0,1.0
624,2.0,1.0,1.0,45.0,5.0,5.0,5.0,5.0,5.0,5.0,13.0,1.0
625,8.0,3.0,2.0,35.0,4.8,4.9,4.9,4.5,4.8,4.6,26.0,2.0
626,2.0,1.0,1.5,76.0,4.8,5.0,4.8,4.9,4.8,4.8,14.0,1.0
627,16.0,17.0,10.0,278.0,4.5,4.3,4.4,4.6,4.8,4.4,12.0,10.0
628,2.0,1.0,1.0,117.0,5.0,5.0,5.0,4.9,5.0,4.7,17.0,1.0
629,2.0,1.0,1.5,33.0,4.9,5.0,5.0,4.8,4.9,4.6,33.0,1.0
630,2.0,1.0,1.5,119.0,4.8,4.9,4.9,4.8,4.9,4.7,25.0,1.0
631,2.0,1.0,1.5,123.0,4.7,4.9,4.9,4.8,4.9,4.8,29.0,1.0
632,4.0,2.0,1.0,50.0,4.5,4.7,4.7,4.7,4.7,4.6,17.0,1.0
633,4.0,2.0,1.0,228.0,5.0,5.0,5.0,5.0,5.0,5.0,59.0,2.0
634,2.0,1.0,1.0,37.0,3.8,4.6,4.5,4.7,4.7,4.6,6.0,1.0
635,2.0,1.0,1.0,147.0,5.0,4.9,5.0,4.9,5.0,4.8,21.0,1.0
636,2.0,2.0,1.0,143.0,5.0,5.0,5.0,5.0,5.0,4.9,38.0,1.0
637,2.0,1.0,1.0,75.0,4.9,4.9,4.8,4.6,4.9,4.8,16.0,1.0
638,3.0,1.0,1.0,11.0,4.9,4.9,4.9,4.3,4.9,4.7,22.0,2.0
639,2.0,1.0,1.0,25.0,5.0,5.0,5.0,5.0,5.0,4.8,30.0,1.0
640,2.0,1.0,1.0,153.0,5.0,4.9,5.0,4.9,5.0,4.9,35.0,1.0
641,4.0,2.0,2.0,181.0,4.8,4.9,4.8,4.9,4.9,4.8,61.0,2.0
642,2.0,1.0,1.0,88.0,4.9,4.9,4.9,4.9,4.9,4.8,34.0,1.0
643,2.0,2.0,1.0,85.0,4.9,4.8,5.0,4.3,5.0,4.8,42.0,1.0
644,3.0,1.0,1.0,82.0,5.0,4.9,4.9,4.9,5.0,4.8,27.0,1.0
645,2.0,1.0,1.0,49.0,4.7,4.9,4.9,4.5,4.8,4.7,12.0,1.0
646,16.0,4.0,5.0,1112.0,5.0,4.9,4.8,5.0,4.9,4.8,71.0,4.0
647,6.0,3.0,1.5,152.0,5.0,4.6,5.0,5.0,4.4,4.2,36.0,2.0
648,2.0,1.0,1.0,183.0,5.0,5.0,5.0,5.0,5.0,4.9,37.0,1.0
649,2.0,1.0,1.0,18.0,4.9,5.0,5.0,5.0,4.9,5.0,42.0,1.0
650,4.0,2.0,1.0,69.0,5.0,5.0,5.0,4.6,5.0,4.8,31.0,1.0
651,1.0,1.0,1.0,345.0,4.8,4.9,5.0,5.0,5.0,4.6,47.0,1.0
